Ticket_No,Title,Description,Category,Priority,Department,Status,Resolution_Time_Hours,Arising_Date,Closing_Date,Sentiment_Label,Is_Resolved,Resolution_Speed,SLA_Status,Month,Year,Quarter,Weekday,Priority_Score,Description_Length,Word_Count
1352245537,Assistance Needed for Critical Outage,"Our team is currently facing a severe disruption in the availability of our SaaS project management tools, which has prevented users from accessing key features. Could yo ... s are encountering when attempting to log in?",Incident,High,IT Support,Closed,34.0,2023-05-25 19:05:27,2023-05-27 05:05:27,Satisfied,True,Medium,Within SLA,May,2023,2,Thursday,3,220,36
1352245538,Services for Ensuring Medical Data Security in Hospital Systems,"Seeking details on the security services for medical data in hospital systems. Could you please furnish the types of security measures and encryption methods you offer, a ... previous clients in the healthcare industry.",Request,Low,Billing and Payments,Resolved,99.0,2023-12-16 01:26:51,2023-12-20 04:26:51,Satisfied,True,Slow,Breached,December,2023,4,Saturday,1,219,34
1352245539,Multiple Challenges with Product Integration Encountered,"Customer support team, while preparing a marketing agency report, faced several problems with product integration that led to substantial delays in campaign execution. De ... reciated. Please inform us of the next steps.",Problem,High,Technical Support,In Progress,0.0,2023-06-26 06:08:13,,Neutral,False,Unresolved,Within SLA,June,2023,2,Monday,3,220,33
1352245540,Concern About Digital Marketing Engagement Levels,Brand engagement is currently low.,Incident,Medium,Sales and Pre-Sales,Closed,164.0,2024-12-17 20:01:27,2024-12-24 16:01:27,Neutral,True,Slow,Breached,December,2024,4,Tuesday,2,34,5
1352245541,Investment Analysis Data Retrieval Delay,Users are facing delays in retrieving investment analysis data. The issue might be due to recent software updates or increased server load. Clearing the cache and restarting the application did not resolve the problem.,Incident,Low,Customer Service,Resolved,75.0,2023-07-02 11:27:19,2023-07-05 14:27:19,Frustrated,True,Slow,Breached,July,2023,3,Sunday,1,218,34
1352245542,,"Requesting urgent investigation into outages impacting multiple integrated software systems that are integral to project management services. These outages are causing su ... ations, significantly affecting productivity.",Change,High,Service Outages and Maintenance,Resolved,128.0,2025-10-03 04:22:02,2025-10-08 12:22:02,Neutral,True,Slow,Breached,October,2025,4,Friday,3,220,27
1352245543,,I am seeking to understand the methods for securing medical data when integrating Firebase tools. Could you provide information on the practices for handling sensitive me ... for a seamless integration of Firebase tools.,Request,High,Product Support,Closed,111.0,2023-08-28 04:27:34,2023-09-01 19:27:34,Satisfied,True,Slow,Breached,August,2023,3,Monday,3,220,34
1352245544,Unauthorized Access Event Notification,report of security breach.,Incident,High,IT Support,Closed,93.0,2025-02-13 04:47:07,2025-02-17 01:47:07,Urgent,True,Slow,Breached,February,2025,1,Thursday,3,26,4
1352245545,Problems with Digital Advertising Campaigns,"Despite higher investment, the campaigns are not delivering expected results, potentially due to inaccurate audience targeting.",Problem,High,Technical Support,Closed,122.0,2024-03-29 09:23:15,2024-04-03 11:23:15,Frustrated,True,Slow,Breached,March,2024,1,Friday,3,127,16
1352245546,Encountered Data Discrepancies in Investment Analytics Reports,"We are experiencing data discrepancies in our investment analytics reports, which may be due to integration issues between RapidMiner and QuickBooks Online. Despite updat ... lve this matter to ensure accurate reporting.",Incident,Medium,Technical Support,In Progress,0.0,2025-03-01 12:07:25,,Frustrated,False,Unresolved,Within SLA,March,2025,1,Saturday,2,220,32
1352245547,Cyber Security,"Dear Customer Support, I am inquiring about the recommended cybersecurity measures for securing medical data in healthcare settings. As you are aware, medical data is hig ... opic. Thank you for your time and assistance.",Request,Medium,Sales and Pre-Sales,Resolved,4.0,2025-12-31 19:39:06,2025-12-31 23:39:06,Neutral,True,Fast,Within SLA,December,2025,4,Wednesday,2,220,35
1352245548,Inquiry Regarding Pricing and Subscription Plans for Digital Marketing Services,Could you provide details on the pricing and subscription plans available for your digital marketing services?,Request,Medium,Returns and Exchanges,Closed,4.0,2024-02-29 18:01:08,2024-02-29 22:01:08,Neutral,True,Fast,Within SLA,February,2024,1,Thursday,2,110,16
1352245549,Issues with Brand Expansion,"Despite enhancing ad text and boosting the budget, engagement levels remain low.",Incident,High,IT Support,Resolved,69.0,2024-10-07 10:36:09,2024-10-10 07:36:09,Frustrated,True,Medium,Within SLA,October,2024,4,Monday,3,80,12
1352245550,Query for Project Management SaaS Features and Details,"I am interested in learning more about project management SaaS and would like to know about the various features, scalability options, and customization possibilities. Ad ... nce, and I look forward to hearing back soon.",Request,Medium,Customer Service,Closed,63.0,2025-01-19 12:53:16,2025-01-22 03:53:16,Neutral,True,Medium,Within SLA,January,2025,1,Sunday,2,220,35
1352245551,Reported Issue of Unauthorized Access to Medical Data,"Facing unauthorized access attempts to medical data. This might have occurred due to weak access control vulnerabilities in the system. So far, we have reviewed user perm ... us know the next steps to resolve this issue.",Problem,Medium,Customer Service,Closed,104.0,2025-01-03 13:37:46,2025-01-07 21:37:46,Satisfied,True,Slow,Breached,January,2025,1,Friday,2,220,37
1352245552,Problem with Medical Data Access,Facing difficulties in accessing protected medical data owing to incompatible software integrations.,Incident,Medium,Technical Support,Closed,24.0,2024-01-14 14:56:48,2024-01-15 14:56:48,Neutral,True,Fast,Within SLA,January,2024,1,Sunday,2,100,12
1352245553,Concerns About Securing Medical Information,Facing difficulties in securing medical information within our hospital network. The problem might stem from using outdated security measures. Steps like updating firewal ... s and resolve this issue as soon as possible.,Problem,Medium,Product Support,Closed,11.0,2024-12-10 14:14:02,2024-12-11 01:14:02,Satisfied,True,Fast,Within SLA,December,2024,4,Tuesday,2,220,33
1352245554,Request for Integration Options for Project Management Tools,"Hello Customer Support, I am contacting you to seek information regarding our current project management tools and how they can be integrated to enhance our workflow. We ... your response and hope to hear from you soon.",Request,Medium,Customer Service,Closed,134.0,2025-05-06 08:39:06,2025-05-11 22:39:06,Frustrated,True,Slow,Breached,May,2025,2,Tuesday,2,219,37
1352245555,Concerns About Digital Engagement Algorithm,"Our marketing firm is facing difficulties with low engagement on digital platforms. Despite revising our analytics and content strategies, engagement levels have not impr ... and resolve this issue to enhance engagement.",Incident,Low,Product Support,Closed,86.0,2023-08-13 16:38:36,2023-08-17 06:38:36,Frustrated,True,Slow,Breached,August,2023,3,Sunday,1,220,32
1352245556,Unanticipated Decline in Brand Engagement Metrics Noted,"There has been a decline in brand engagement metrics. Recent algorithm modifications might have missed the target. After analyzing the data, we observed some adjustments in strategies, but improvements are still pending.",Incident,Medium,Human Resources,Closed,122.0,2024-08-18 21:07:23,2024-08-23 23:07:23,Frustrated,True,Slow,Breached,August,2024,3,Sunday,2,220,32
1352245557,Recent Incident of Unapproved Access to Medical Information,"There was an incident of unauthorized access to medical data. Passwords have been reset and firewall settings have been strengthened, but the threats continue.",Incident,Medium,Customer Service,Closed,154.0,2023-10-24 02:28:10,2023-10-30 12:28:10,Frustrated,True,Slow,Breached,October,2023,4,Tuesday,2,159,24
1352245558,Incident of Data Leakage in Hospital IT Networks,"Recently, there was an unauthorized access to patient medical records due to data leakage. The likely reasons are weak security measures and outdated software. Steps take ... esolve the issue and prevent future breaches.",Incident,Medium,Sales and Pre-Sales,Closed,39.0,2025-07-20 02:24:59,2025-07-21 17:24:59,Satisfied,True,Medium,Within SLA,July,2025,3,Sunday,2,220,34
1352245559,Fintech Firm's Data Analytics System Experiencing Critical Outage,"A critical outage has disrupted the investment optimization processes in the fintech firm's data analytics system, occurring unexpectedly. The potential cause is identified as server overload and a software bug.",Incident,High,IT Support,Closed,22.0,2025-02-28 12:35:37,2025-03-01 10:35:37,Neutral,True,Fast,Within SLA,February,2025,1,Friday,3,211,30
1352245560,Support for Data Analytics Tools in QuickBooks Online,I am contacting you to seek information on data analytics tools that can aid in investment optimization within QuickBooks Online. Could you kindly furnish me with a list ... a conversation at your earliest convenience.,Request,Medium,Customer Service,Closed,124.0,2023-08-01 01:23:59,2023-08-06 05:23:59,Neutral,True,Slow,Breached,August,2023,3,Tuesday,2,218,35
1352245561,,"Customer Support,\n\nI am reaching out to highlight an ongoing issue faced by our marketing agency recently. We have observed recurrent system delays that are impacting s ... us at <tel_num> to discuss the issue further.",Problem,High,IT Support,In Progress,0.0,2023-04-19 10:42:30,,Satisfied,False,Unresolved,Within SLA,April,2023,2,Wednesday,3,220,35
1352245562,Identifying Performance Issues on Digital Platform,"We are encountering performance problems across our digital platform. The recent Docker update might be the cause. Although rolling back the configuration optimizations p ... e relief, it did not fully resolve the issue.",Incident,High,Technical Support,In Progress,0.0,2024-03-05 03:14:58,,Urgent,False,Unresolved,Within SLA,March,2024,1,Tuesday,3,220,34
1352245563,Requirements for Integrating Wave with Outlook 2021,I am contacting you to seek information regarding the necessary specifications for integrating Wave with Outlook 2021. Could you kindly provide me with the required syste ... solve this issue. Thank you for your support.,Request,High,Service Outages and Maintenance,Closed,108.0,2024-10-06 14:10:29,2024-10-11 02:10:29,Neutral,True,Slow,Breached,October,2024,4,Sunday,3,220,35
1352245564,Details on Securing Medical Data with Shopify Hospitals,Could you provide more details on securing medical data using Shopify for hospital environments? I need guidance on how to protect sensitive patient information.,Request,Low,Customer Service,Closed,111.0,2024-06-11 23:28:02,2024-06-16 14:28:02,Urgent,True,Slow,Breached,June,2024,2,Tuesday,1,161,24
1352245565,Digital Campaigns Did Not Meet Expectations This Quarter,"Customer Support, in preparing the report on digital marketing campaigns, we found that the campaigns underperformed due to potential changes in platform algorithms. Desp ... lease review and advise us on the next steps?",Incident,Medium,Customer Service,In Progress,0.0,2025-02-27 17:49:57,,Urgent,False,Unresolved,Within SLA,February,2025,1,Thursday,2,220,34
